Biography,DateOfBirth,FirstName,Nationality,Role,SecondName
,NULL,Amin,Egypt,Writer, Gamal
,NULL,Mahmoud,Egypt,Actor,Zizo
,NULL,Muhammad,Egypt,Actor,Ayman
, 2 April 1972,Samir,Egypt,Actor,Kamouna
Claudia is an Arab musician with Iraqi roots. She was born on the 25th of April in Baghdad. Apart from her work in music Claudia also acts. She currently lives in Egypt and attends the American University in Cairo where she is enrolled in a literature program. Claudia’s career,25 April 1988,Claudia,Iraq,Actor,Hanna
,24 April 1979,Amir,Egypt,Actor,AbdelHamid
, 9 November 1997,Mayan,Egypt,Actor,El Sayed
,19 March 1997,Nejar,Egypt,Actor,Muhammad
,NULL,Kazim,Egypt,Actor,nabil
Ayman is a poet and a musician. He is among the most prolific poets of the contemporary period and he is the son of renowned playwright Bahgat Qammar. Ayman has authored yrics to some of Egypt and the Arab World’s most distinguished artists. Ayman also has experience writing,15 April 1974,Ayman,Egypt,MusicComposer,Bahgat Amar
"Ahmed Hatem is an Egyptian actor who was born in Dokki, Egypt. He studied Media and Sciences before joining the acting workshop of Mohamed Abdel Hadi, who recommended him for his debut role in Awqat Faragh that won wide audience and critical acclaim. Hatem's repertoire includ",25 December 1987,Ahmed,Egypt,Actor,Hatem
"Dhaffer L'Abidine is a Tunisian actor. He was born in 1972. He studied computer science, while simultaneously working as a model in Paris. He then moved to London to join the Birmingham Acting School, from which he graduated in 2002. A year later, he started appearing in",26 November 1972,Dhaffer,Tunisia,Actor,L'Abidine
"Mostafa Fahmi is an Egyptian actor. He was born in 1942, and studied cinematography at the High Institute of Cinema. He then worked as an assistant in ""Amira Hobby Ana"" (Amira My Love) in 1974, and started his acting career the same year with a role in the film", 7 August 1942,Mostafa,Egypt,Actor,Fahmi
,NULL,Ibrahim,Egypt,Producer,tarek
,NULL,Omar,Egypt,Actor,Al-Shennawy
,17 August 1979,Amr,Egypt,Producer,Hanafi
,NULL,منى,Egypt,CostumeDesigner,التونسي
,NULL,Sila,Egypt,Casting,Kaldas
"Karim Mahmoud Abdel Aziz is a young artist known for his handsome face that looks very similar to his father’s at the beginning of his career. He didn’t know that he would be one day be an actor and in the world of cinema, despite the fact that his father is one of the most",15 June 1985,Karim,Egypt,Actor,Mahmoud Abdelaziz
,24 September 1986,إسلام,Egypt,ArtDirector,حسن
,NULL,Sarah,Egypt,Director,Noah
, 4 July 1983,George,Egypt,Writer,Azmy
,NULL,اسامة,Egypt,Actor,نبيل
,NULL,ندى,Egypt,Actor,الجندي
,NULL,Ahmed,Egypt,Actor,Sami Al Adl
,NULL,رامي,Egypt,Actor,مجدي
,NULL,Peter,Egypt,Editor,Samir
,NULL,Mohamed,Egypt,Director,Khairi
"Diab is the best-selling Arab recording artist of all time, according to Let's Go Egypt. He was awarded the World Music Award for Best Selling Middle Eastern Artist four ",11 October 1961,Amr,Egypt,Actor,Diab
,NULL,Karim,Egypt,Actor,Abd Al-Khalk
"Heidi Karam is an Egyptian actress who started off modeling for commercials. This was her gateway to television. Her role in the miniseries ""The Nightingale"" was her ticket to many more roles.",27 August 1980,Hidy,Egypt,Actor,Karam
,NULL,آدم,Egypt,Actor,رامي نبيل
,NULL,Eman,Egypt,Actor,Thabet
,NULL,Karim,Egypt,Actor,Al-Emary
,NULL,Saber,Egypt,Actor,Al-Toukhi
,27 August 1947,Sayed,Egypt,Actor,El Sawy
,NULL,Heba,Egypt,Actor,Yousry
,NULL,mohamad,Egypt,Actor,wazeri
,12 June 1979,Mahmoud,Egypt,Actor,El-Lisy
Mona began her career acting in the play “Bila’raby al-Faseeh” (“In Formal Arabic”). She studied in England while young and travelled to Kuwait and the United States with her family before enrolling in a Media Faculty. Mona has appeared in the television productions “al-A’ailah”,18 November 1977,Mona,Egypt,Actor,Zaki
,NULL,Ahmed,Egypt,Director,Tammam
,NULL,Waleed,Egypt,Producer,El Sabagh
"She is an Egyptian actor, studied Ballet and Law. Well known for her aristocratic roles through TV series “Alf Leila we Leila i.e. Thousand and one nights” and “Aaker al-meshwaar i.e. End of the journey”, plays like “Al motazawwegoon i.e. The Married”, “Haawel tefham ya zaky i.e.",10 October 1956,Sherine,Egypt,Actor,
,NULL,Ahmad,Egypt,Actor,Mazhar
,NULL,Sherif,Egypt,Writer,Yousry
,NULL,Muhammad,Egypt,Writer,Abu Al-Saad
Mervat Amin is an Egyptian actress who received her degree from the English department at A’yn Shams University’s literature faculty. Her full name is Mervat Mostafa Amin. Amin has been married four times. Her first marriage was to Syrian musician Mowafaq Bahgat whilst her second,24 November 1948,Mervat,Egypt,Actor,Amin
,28 February 1994,Hager,Egypt,Actor,Ahmed
,27 February 1987,Moatz,Egypt,Writer,Fteha
, 2 June 1975,Ahmed,Egypt,Director,Yousri
"Khaled Mohamed El Nabawy is a theater and film performer that was born in the city of Al Mansoura. He graduated from the Institute for  Theatrical Arts in 1989 and has performed in several theatrical productions, including “Al Bahr Beyidhak Leih”, “Al Ginzeer” and “Kefah",12 September 1966,Khaled,Egypt,Actor,Al-Nabawy
,NULL,Mark,null,Cinematographer,Awnay
,21 October 1992,Mohanad,Egypt,Actor,Hosny
,17 July 1993,Mohamed,Egypt,Actor,Azmy
,22 May 1995,Asmaa,Egypt,Actor,Galal
, 8 December 1998,Mai,Egypt,Actor,El Gheity
,14 July 1994,Youssef,Egypt,Actor,Othman
, 7 February 1989,Aïcha,Tunisia,Actor,Ben Ahmed
,NULL,Mariam,Egypt,Actor,El-Khosht
"Mahmoud Hussein Hemeida earned his bachelor’s degree in commerce in 1981. He is married and has four daughters.
Mahmoud’s acting career began with performances on television. He participated in the series “Harat Al Shurafa” and “Al Wassiyah”. His performance in that last series", 7 December 1953,Mahmoud,Egypt,Actor,Hemeida
,NULL,حسن,Egypt,SoundEngineer,الفلاح
"Abdul Rahmaan Abdul Rahmaan Mahmoud Abu-Zahra is an Egyptian actor and director who was born in Damietta (Delta of Egypt). He is married (1962) with three children; May, Sahar and Ahmad. His first stage role was “’Awdat al-shabaab i.e. The rejeunesse” than he participated in may", 8 March 1934,Abdelrahman,Egypt,Actor,Abo Zahra
,NULL,Nehal,Egypt,CostumeDesigner,El Masry
, 2 August 1990,Amir,Egypt,Actor,El Masry
,NULL,Karim,Egypt,null,Farouk
, 6 May 1996,Mohaned,Egypt,Director,El-Desoky
Haifa Wehbe is a Lebanese artist. Her career began at the tender age of 16 when she took part in the “Miss South Lebanon” beauty contest. That opening provided her with the opportunity to work as a fashion model in addition to granting her with slots in video clips and TV,10 March 1972,Haifa,Lebanon,Other,Wehbe
Ali Qindeel is a distinguished actor with a variety of talents. Qindeel started out as a journalist working for the “al-Dostoor” newspaper and thereafter witnessed his career skyrocket when he took part in the short “’Abkweim” which did remarkably well. That performance was,NULL,Ali,Egypt,Actor,Kandil
,NULL,Mohamed,Egypt,Director,Abdul Rahman
,NULL,Karim,Egypt,Actor,Basyouni
,NULL,مالك,Egypt,Actor,عماد
,NULL,Mohammed,Egypt,Actor,El Beheiry
,NULL,Emy,Egypt,Actor,Elgandy
,NULL,Sherif,Egypt,null,Leithy
"A special script writer that proved himself in his very first movie “Late nights”. He added a new approach, which is a combination between romance and reality in a magical way.",29 June 1963,Tamer,Egypt,Other,Habib
,NULL,عمر,Egypt,Cinematographer,حسام علي
, 7 November 1994,Abdulrahman,Egypt,Actor,Al Qalyoubi
,NULL,Talent,Egypt,Producer,Media Production
"An Egyptian cinema director, he is also the younger brother of famous director Sherif Arafa, and the son of director Saad Arafa. In a short period of time Amr Arafa was able to set foot in the cinema field and succeed throughout the competition. He worked with big names in the", 9 December 1962,Amr,Egypt,Director,Arafa
Egyptian actor Ahmed Al-Awadi graduated from the College of Business at Helwan University in 2006. He was discovered by well-known actor Nour El Sherif who offered him a role on the television series “Matkhafoush” (Don’t Be Afraid; 2009). Al-Awadi has also appeared in several oth,12 December 1985,Ahmad,Egypt,Actor,Al-Awady
,NULL,بيلار,Egypt,Actor,أحمد
,NULL,Saeed,Egypt,Actor,El Amroussi
,NULL,mohamed,Egypt,Writer,meky
,NULL,Nancy,Egypt,Actor,salah
,23 April 1990,Myrna,Egypt,Actor,Nour El Din
,29 December 1986,Aly,Egypt,Actor,Kassem
,25 August 1984,Mohamed,Egypt,Director,Younis (Younis)
"Son of famous director Mohamed Abdel Aziz, Karim was no stranger to the world of film making. He graduated from the institute of high arts, directing division, in 1997. He worked as an assistant director for a short time before deciding to jump in front of the camera. Director",17 August 1975,Karim,Egypt,Actor,Abdulaziz
,26 November 1963,Mohamed,Egypt,Actor,Abd El-Gawad
,20 December 1978,Mohammed,Egypt,Producer,altelbany
,NULL,Amr,Egypt,SoundEngineer,Essam
"Arfa Abdel Rasoul is an Egyptian actress and dancer. She was born in Alexandria. She specialized in stage storytelling, and started her career in the Alexandrian radio in the 1980s. She then joined the Theatrical Workshop Troupe with which she performed her most known",19 February 1954,Arefa,Egypt,Actor,Abdul Rasoul
,NULL,رامي,Egypt,ArtDirector,عباس
,NULL,محمد,Egypt,Director,هشام الرشيدي
,13 April 1979,Murat,Turkey,Actor,Yildirim
,NULL,أحمد,Egypt,null,حليم
,NULL,Hesham,Egypt,MusicComposer,Kharma
,22 February 1979,Nicolas,Lebanon,Actor,Mouawad
,NULL,Amr,Egypt,Actor,Wahba
"Basma was born in Cairo. Her father worked as a journalist while her mother (was a women’s rights advocate).
Basma’s acting career began in college where she acted in the movie “Al Madina” directed by Yousry Nasr Allah.
Prior to performing in “Al Madina”, Basma had tried to enter", 7 December 1976,Basma,Egypt,Actor,
,NULL,Magdi,Egypt,Writer,Alkdash
,19 December 1977,Mohamed,Egypt,MusicComposer,Nassef
,NULL,Assem,Egypt,Actor,Nagaty
, 2 November 1965,Khaled,Egypt,Cinematographer,Maher
,17 May 1989,Mahmoud,Egypt,Actor,El Ayat
,NULL,Menna,Egypt,Actor,Samaha
,NULL,Ahmed,Egypt,Actor,Abu Omaira
,NULL,Emile,Egypt,Actor,Wadih
,NULL,حسام,Egypt,Actor,السوس
,20 July 1975,Ahmed,Egypt,Actor,Karara
,NULL,الغرام,Egypt,Producer,للإنتاج الفني والسينمائي (إبتسام المكي)
"Nehal Amber was born in Cairo but she would later study (high school) in the United States. She married the musician Magdy Al Husseiny but the couple later (divorced).
At the (university level), Nehal studied tourism.
Among the theatrical performances in which she has assumed rol", 9 October 1961,Nehal,Egypt,Actor,Anbar
,NULL,أحمد,Egypt,Actor,هابي
,24 April 1987,Mohamed,Egypt,Writer,Sadek
,29 March 2008,Lina,Egypt,Actor,Ben Hamman
,NULL,The,Egypt,Producer,Producers
,NULL,Ahmed,Egypt,Cinematographer,Beshary (Chiko)
"Mohamed Alaa Jamaica is an Egyptian actor. He was born in Helwan in 1982, and started his professional career in 2005 in the television series “Al Rimal” (Sands). His debut film role was in the action film “Al ", 1 May 1982,Mohammed,Egypt,Actor,Alaa
,NULL,محمد,Egypt,Actor,عمرو الليثي
,NULL,Sheren,Egypt,Actor,Elgamal
,NULL,صلاح,Egypt,Producer,البربري
,NULL,Ahmad,Egypt,Actor,Fouad
,NULL,Ibrahim,Egypt,Actor,Zareef
,NULL,Sulafa,Egypt,Editor,NourAlddin
,14 December 1980,Ayman,Egypt,Editor,Eltonsi
,NULL,إيناس,Egypt,CostumeDesigner,عبدالله
"Mohamed Khamis is an Egyptian actor and director. He was born in Damanhour governorate in 1976, and has colaborated with a lot of theater troupes, including the Faculty of Dentistry's troupe and the Alexandria Cultural Center troupe. He also played small roles in films like", 1 April 1976,Mohamed,Egypt,Actor,Khamis
"An Egyptian script writer who was born in Cairo on the 19th of January 1981. He graduated from the Faculty of Engineering, Cairo University in 2003, and then moved to Canada to study graphics and animation.  He then moved back to Egypt and directed his attention to story writing",19 January 1981,Sherif,Egypt,Writer,Nagib
,24 March 1979,Ahmed,Egypt,Editor,Shahm
,NULL,Sayed,Egypt,Actor,Mounir
,NULL,منى,Egypt,CostumeDesigner,الزرقاني
,NULL,Ali,Egypt,Actor,Jamalelddin
,NULL,Mohamed,Egypt,Actor,Kassem
,NULL,Sharif,Egypt,Actor,Eddris
,NULL,Mostafa,Egypt,Actor,Abdel Latif
,NULL,said,Egypt,Actor,alngar
,12 June 1979,Mahmoud,Egypt,Actor,Al Laithy
,NULL,سارة,Egypt,Actor,النجار
"Saba Mubarak is a Jordanian actress who was born in 1976 in the village of Ajlun in Jordan. She received a bachelor's degree in theater acting and directing from Yarmouk University in 2001. She started her career in the series “Sihr wa Qamar” (Magic and a Moon) in 1998, after",10 April 1976,Saba,Jordan,Actor,Mubarak
,10 September 1944,Ramzy,Egypt,Actor,El Adl
,14 October 1970,Magdy,Egypt,Actor,Badr
,NULL,Manar,Egypt,Editor,Hosny
,NULL,Mohamed,Egypt,Writer,ezzeldin
,NULL,Ahmad,Egypt,Cinematographer,Zaytoun
,NULL,Ramy,Egypt,SoundEngineer,Othman
,14 July 1979,Moataz,Egypt,Actor,El Tony
,NULL,Sayed,Egypt,SoundEngineer,Hamed
,NULL,Mohamed,Egypt,ArtDirector,Mostafa
,NULL,Maya,Egypt,CostumeDesigner,Al-Bayyady
,NULL,Jacqueline,Egypt,Actor,Nassif
,NULL,ياسر,Egypt,GraphicDesigner,النجار
,NULL,هاني,Egypt,ArtDirector,عجمي
,NULL,Yasser,Egypt,Director,El Komy
,NULL,Ashraf,Egypt,Director,Nar
,NULL,Hany,Egypt,Producer,El Gelb
,NULL,Mohamed,Egypt,Producer,Abdel Ghany
,30 September 1978,John,Egypt,Director,Ikram
, 4 June 1972,Mohamed,Egypt,Actor,Mourad
,NULL,Néstor,null,Cinematographer,Calvo
,18 October 1973,Fatma,Tunisia,Actor,Nasser
,NULL,Mina,Egypt,Editor,Fahim
,NULL,Nada,Egypt,Actor,
,NULL,Waleed,Egypt,MakeupArtist,El Saghir
,NULL,Alaa,Syria,Producer,karkouti
,NULL,محمد,Egypt,SoundEngineer,مصطفى
"Hany Abu Assad is a Palestinian director and screenwriter born in Nazareth, Palestine on the 11th of October, 1961. He holds both the Israeli (where he was born) and the Dutch (to where he moved in 1980 to study engineering) passports.In 1992, Assad made his directorial debut,",11 October 1968,,Palestine,Director,Hany Abu-Assad
,NULL,Oscar,Egypt,Distributor,for Disttribution and Theaters
,NULL,Mamdouh,null,Producer,El Wardany
,26 June 1965,Osama,Egypt,Producer,El-Khateeb
,NULL,Ibrahim,Egypt,Producer,Isshak
,NULL,Hisham,Egypt,Actor,Abu Habaja
,NULL,Tariq,Egypt,Actor,Abdel Hay
,NULL,Ayman,Egypt,Actor,Hilal
"Mohammed Abo Dawood is an Egyptian television actor and theatre director. Born in 1944, he appeared in a number of television shows ",10 November 1944,Mohamed,Egypt,Actor,Abo Dawood
"Egyptian actor, graduated from the High Institute of Dramatic Arts. Nour al-Shereef chose him to play the role of “Khaaled al-Daaly” in the series “Al-Daaly”, for which he was awarded best young actor prize, after his success in “Sekkat al-Helaaly”with Yahia al-Fakharaany.
Safwat",11 October 1977,Ahmed,Egypt,Actor,Safwat
,NULL,Menna,Egypt,Editor,Gabllah
"Mohamed Mahmoud Abdel Aziz is an Egyptian actor and producer. He started his career in the advertisement and marketing field, and founded a company called On Time, through which he produced numerous events and concerts in Egypt and abroad. After working as an assistant director",19 August 1981,Muhammad,Egypt,Actor,Mahmoud Abdulaziz
"Marwa is a young female charismatic actor, who left significant marks in all her TV roles. She considers Yahia al-Fakharaany her actual discoverer. Marwa is still taking slow steps towards the silver screen.",18 November 1978,Marwa,Egypt,Actor,Abdel Monem
,NULL,Fathy,null,Cinematographer,Gawhar
"Ghada Abdel Razek is an Egyptian actress who studied computer science at Cairo University. Her career in television began with several appearances in television commercials. Ghada started getting film roles in the early 1990s, and scored her first sizable film role in Mohamed Abd", 6 July 1965,Ghada,Egypt,Actor,Abdelrazek
"Salwa Khatab (Salwa Mohamed Morsi Khatab) was born in Cairo in 1964. She graduated from the Higher Institute for Dramatic Arts in 1978. Her acting career began when director Henry Barakat cast her in the film “‘Ashaq Taht El Ashreen” (Love Under 20), but her big break came with t",26 February 1959,Salwa,Egypt,Actor,Khattab
,NULL,Rasha,null,MakeupArtist,Adel
,14 January 1987,mohamed,Egypt,Producer,magdy sif
,NULL,Mai,null,Producer,Hossam El Din
,NULL,Ahmed,Egypt,MakeupArtist,El Saghir
"Director Khaled El Hagar graduated from Law School 1987 from Cairo University. He worked as an assistant to the legendary director Youssef Shaheen.
Later on he went to study cinema at Beaconsfield in the UK and graduated from that in 1994.
Khaled El Hagar was one of the lecturers", 3 January 1963,Khaled,Egypt,Director,El Hagar
,23 July 1979,Omar,Egypt,Actor,Asran
,NULL,Sayed,Egypt,Actor,Abdo
,NULL,Saad,Egypt,Actor,Saleh
,NULL,Hajar,Egypt,Actor,Hosny
, 4 May 1952,Gaby,Egypt,Producer,Khoury
,NULL,Mostafa,Egypt,Actor,Radi
,NULL,Mohamed,Egypt,Actor,Owais
,NULL,Abdel,Egypt,Actor,Rahman Ewis
,12 January 1954,Abou,Egypt,Actor,Bakr Abbas
,NULL,Hasan,Egypt,Actor,Ayman
,NULL,ثابت,Egypt,Actor,البطل
,NULL,ماجدة,Egypt,Actor,ماهر
,17 October 1979,Hassan,Egypt,Actor,Harb
,NULL,Dina,Egypt,Actor,Samy
